,image,label_name,label
52,havanese_140.jpg,havanese,12
53,beagle_32.jpg,beagle,15
54,saint_bernard_118.jpg,saint_bernard,7
55,newfoundland_15.jpg,newfoundland,17
56,scottish_terrier_1.jpg,scottish_terrier,33
57,Russian_Blue_262.jpg,Russian_Blue,25
58,havanese_111.jpg,havanese,12
59,samoyed_123.jpg,samoyed,9
60,samoyed_133.jpg,samoyed,9
61,samoyed_122.jpg,samoyed,9
62,Ragdoll_258.jpg,Ragdoll,3
63,chihuahua_25.jpg,chihuahua,20
64,British_Shorthair_134.jpg,British_Shorthair,24
65,chihuahua_113.jpg,chihuahua,20
66,newfoundland_157.jpg,newfoundland,17
67,Egyptian_Mau_81.jpg,Egyptian_Mau,4
68,german_shorthaired_127.jpg,german_shorthaired,8
69,english_cocker_spaniel_150.jpg,english_cocker_spaniel,19
70,shiba_inu_123.jpg,shiba_inu,29
71,shiba_inu_13.jpg,shiba_inu,29
72,english_cocker_spaniel_45.jpg,english_cocker_spaniel,19
73,Ragdoll_32.jpg,Ragdoll,3
74,samoyed_96.jpg,samoyed,9
75,Bengal_101.jpg,Bengal,34
76,english_setter_184.jpg,english_setter,0
77,Birman_114.jpg,Birman,11
78,Bengal_30.jpg,Bengal,34
79,shiba_inu_23.jpg,shiba_inu,29
80,Maine_Coon_205.jpg,Maine_Coon,35
81,chihuahua_64.jpg,chihuahua,20
82,British_Shorthair_154.jpg,British_Shorthair,24
83,beagle_114.jpg,beagle,15
84,beagle_12.jpg,beagle,15
85,chihuahua_187.jpg,chihuahua,20
86,english_setter_49.jpg,english_setter,0
87,Birman_150.jpg,Birman,11
88,boxer_200.jpg,boxer,32
89,Ragdoll_235.jpg,Ragdoll,3
90,german_shorthaired_105.jpg,german_shorthaired,8
91,Sphynx_173.jpg,Sphynx,31
92,Ragdoll_197.jpg,Ragdoll,3
93,Sphynx_58.jpg,Sphynx,31
94,Russian_Blue_114.jpg,Russian_Blue,25
95,japanese_chin_200.jpg,japanese_chin,2
96,Birman_84.jpg,Birman,11
97,great_pyrenees_159.jpg,great_pyrenees,28
98,saint_bernard_183.jpg,saint_bernard,7
99,samoyed_40.jpg,samoyed,9
100,Ragdoll_257.jpg,Ragdoll,3
101,boxer_171.jpg,boxer,32
102,Bengal_71.jpg,Bengal,34
103,shiba_inu_158.jpg,shiba_inu,29
104,american_pit_bull_terrier_48.jpg,american_pit_bull_terrier,30
105,basset_hound_133.jpg,basset_hound,36
106,beagle_31.jpg,beagle,15
107,Persian_270.jpg,Persian,18
108,american_pit_bull_terrier_115.jpg,american_pit_bull_terrier,30
109,german_shorthaired_66.jpg,german_shorthaired,8
110,basset_hound_148.jpg,basset_hound,36
111,Persian_147.jpg,Persian,18
112,British_Shorthair_141.jpg,British_Shorthair,24
113,Bombay_30.jpg,Bombay,16
114,miniature_pinscher_18.jpg,miniature_pinscher,22
115,german_shorthaired_179.jpg,german_shorthaired,8
116,samoyed_111.jpg,samoyed,9
117,Birman_21.jpg,Birman,11
118,British_Shorthair_241.jpg,British_Shorthair,24
119,pomeranian_117.jpg,pomeranian,1
120,chihuahua_40.jpg,chihuahua,20
121,shiba_inu_8.jpg,shiba_inu,29
122,newfoundland_58.jpg,newfoundland,17
123,wheaten_terrier_127.jpg,wheaten_terrier,10
124,pomeranian_185.jpg,pomeranian,1
125,beagle_157.jpg,beagle,15
126,Siamese_158.jpg,Siamese,13
127,english_setter_86.jpg,english_setter,0
128,Siamese_37.jpg,Siamese,13
129,yorkshire_terrier_146.jpg,yorkshire_terrier,23
130,samoyed_41.jpg,samoyed,9
131,wheaten_terrier_74.jpg,wheaten_terrier,10
132,wheaten_terrier_6.jpg,wheaten_terrier,10
133,Ragdoll_100.jpg,Ragdoll,3
134,British_Shorthair_271.jpg,British_Shorthair,24
135,Siamese_82.jpg,Siamese,13
136,beagle_103.jpg,beagle,15
137,newfoundland_133.jpg,newfoundland,17
138,basset_hound_155.jpg,basset_hound,36
139,leonberger_154.jpg,leonberger,26
140,american_pit_bull_terrier_193.jpg,american_pit_bull_terrier,30
141,Birman_178.jpg,Birman,11
142,german_shorthaired_193.jpg,german_shorthaired,8
143,Maine_Coon_91.jpg,Maine_Coon,35
144,shiba_inu_145.jpg,shiba_inu,29
145,english_setter_63.jpg,english_setter,0
146,Sphynx_142.jpg,Sphynx,31
147,leonberger_94.jpg,leonberger,26
148,Abyssinian_48.jpg,Abyssinian,14
149,pug_133.jpg,pug,21
150,Russian_Blue_144.jpg,Russian_Blue,25
151,pomeranian_119.jpg,pomeranian,1
152,leonberger_139.jpg,leonberger,26
153,basset_hound_117.jpg,basset_hound,36
154,english_cocker_spaniel_5.jpg,english_cocker_spaniel,19
155,Egyptian_Mau_116.jpg,Egyptian_Mau,4
156,boxer_53.jpg,boxer,32
157,english_setter_18.jpg,english_setter,0
158,great_pyrenees_49.jpg,great_pyrenees,28
159,great_pyrenees_83.jpg,great_pyrenees,28
160,Maine_Coon_244.jpg,Maine_Coon,35
161,miniature_pinscher_180.jpg,miniature_pinscher,22
162,Russian_Blue_96.jpg,Russian_Blue,25
163,leonberger_25.jpg,leonberger,26
164,Sphynx_197.jpg,Sphynx,31
165,american_pit_bull_terrier_69.jpg,american_pit_bull_terrier,30
166,havanese_101.jpg,havanese,12
167,pomeranian_200.jpg,pomeranian,1
168,Ragdoll_121.jpg,Ragdoll,3
169,miniature_pinscher_84.jpg,miniature_pinscher,22
170,newfoundland_125.jpg,newfoundland,17
171,japanese_chin_84.jpg,japanese_chin,2
172,Abyssinian_94.jpg,Abyssinian,14
173,american_pit_bull_terrier_58.jpg,american_pit_bull_terrier,30
174,basset_hound_135.jpg,basset_hound,36
175,Bombay_161.jpg,Bombay,16
176,yorkshire_terrier_120.jpg,yorkshire_terrier,23
177,shiba_inu_205.jpg,shiba_inu,29
178,pug_137.jpg,pug,21
179,wheaten_terrier_117.jpg,wheaten_terrier,10
180,chihuahua_57.jpg,chihuahua,20
181,Maine_Coon_242.jpg,Maine_Coon,35
182,basset_hound_7.jpg,basset_hound,36
183,Russian_Blue_185.jpg,Russian_Blue,25
184,newfoundland_183.jpg,newfoundland,17
185,Bengal_68.jpg,Bengal,34
186,Sphynx_5.jpg,Sphynx,31
187,Sphynx_78.jpg,Sphynx,31
188,english_cocker_spaniel_116.jpg,english_cocker_spaniel,19
189,Egyptian_Mau_68.jpg,Egyptian_Mau,4
190,basset_hound_54.jpg,basset_hound,36
191,Ragdoll_79.jpg,Ragdoll,3
192,havanese_32.jpg,havanese,12
193,samoyed_12.jpg,samoyed,9
194,english_setter_146.jpg,english_setter,0
195,american_pit_bull_terrier_119.jpg,american_pit_bull_terrier,30
196,scottish_terrier_156.jpg,scottish_terrier,33
197,Sphynx_43.jpg,Sphynx,31
198,wheaten_terrier_7.jpg,wheaten_terrier,10
199,Abyssinian_51.jpg,Abyssinian,14
200,english_setter_45.jpg,english_setter,0
201,wheaten_terrier_32.jpg,wheaten_terrier,10
202,leonberger_130.jpg,leonberger,26
203,Sphynx_9.jpg,Sphynx,31
204,wheaten_terrier_108.jpg,wheaten_terrier,10
205,Sphynx_19.jpg,Sphynx,31
206,wheaten_terrier_178.jpg,wheaten_terrier,10
207,english_cocker_spaniel_55.jpg,english_cocker_spaniel,19
208,american_pit_bull_terrier_161.jpg,american_pit_bull_terrier,30
209,chihuahua_188.jpg,chihuahua,20
210,keeshond_101.jpg,keeshond,5
211,english_setter_131.jpg,english_setter,0
212,Persian_136.jpg,Persian,18
213,Russian_Blue_36.jpg,Russian_Blue,25
214,japanese_chin_75.jpg,japanese_chin,2
215,shiba_inu_24.jpg,shiba_inu,29
216,wheaten_terrier_63.jpg,wheaten_terrier,10
217,scottish_terrier_120.jpg,scottish_terrier,33
218,miniature_pinscher_177.jpg,miniature_pinscher,22
219,wheaten_terrier_139.jpg,wheaten_terrier,10
220,basset_hound_100.jpg,basset_hound,36
221,Siamese_34.jpg,Siamese,13
222,havanese_21.jpg,havanese,12
223,havanese_120.jpg,havanese,12
224,yorkshire_terrier_19.jpg,yorkshire_terrier,23
225,scottish_terrier_41.jpg,scottish_terrier,33
226,Russian_Blue_113.jpg,Russian_Blue,25
227,samoyed_199.jpg,samoyed,9
228,staffordshire_bull_terrier_20.jpg,staffordshire_bull_terrier,27
229,german_shorthaired_183.jpg,german_shorthaired,8
230,basset_hound_75.jpg,basset_hound,36
231,Persian_263.jpg,Persian,18
232,chihuahua_174.jpg,chihuahua,20
233,japanese_chin_64.jpg,japanese_chin,2
234,Maine_Coon_151.jpg,Maine_Coon,35
235,Sphynx_25.jpg,Sphynx,31
236,pomeranian_147.jpg,pomeranian,1
237,Maine_Coon_137.jpg,Maine_Coon,35
238,Siamese_228.jpg,Siamese,13
239,american_bulldog_11.jpg,american_bulldog,6
240,staffordshire_bull_terrier_28.jpg,staffordshire_bull_terrier,27
241,Ragdoll_194.jpg,Ragdoll,3
242,staffordshire_bull_terrier_102.jpg,staffordshire_bull_terrier,27
243,Persian_74.jpg,Persian,18
244,shiba_inu_86.jpg,shiba_inu,29
245,Egyptian_Mau_124.jpg,Egyptian_Mau,4
246,pug_2.jpg,pug,21
247,pug_203.jpg,pug,21
248,wheaten_terrier_104.jpg,wheaten_terrier,10
249,chihuahua_72.jpg,chihuahua,20
250,havanese_28.jpg,havanese,12
251,Maine_Coon_2.jpg,Maine_Coon,35
252,yorkshire_terrier_107.jpg,yorkshire_terrier,23
253,chihuahua_76.jpg,chihuahua,20
254,newfoundland_159.jpg,newfoundland,17
255,newfoundland_7.jpg,newfoundland,17
256,english_cocker_spaniel_123.jpg,english_cocker_spaniel,19
257,Birman_37.jpg,Birman,11
258,scottish_terrier_90.jpg,scottish_terrier,33
259,pug_165.jpg,pug,21
260,great_pyrenees_116.jpg,great_pyrenees,28
261,Siamese_51.jpg,Siamese,13
262,newfoundland_152.jpg,newfoundland,17
263,Egyptian_Mau_22.jpg,Egyptian_Mau,4
264,japanese_chin_119.jpg,japanese_chin,2
265,Ragdoll_164.jpg,Ragdoll,3
266,Siamese_25.jpg,Siamese,13
267,Bombay_175.jpg,Bombay,16
268,Siamese_164.jpg,Siamese,13
269,yorkshire_terrier_115.jpg,yorkshire_terrier,23
270,pomeranian_139.jpg,pomeranian,1
271,boxer_90.jpg,boxer,32
272,pomeranian_103.jpg,pomeranian,1
273,yorkshire_terrier_159.jpg,yorkshire_terrier,23
274,staffordshire_bull_terrier_7.jpg,staffordshire_bull_terrier,27
275,Siamese_85.jpg,Siamese,13
276,wheaten_terrier_71.jpg,wheaten_terrier,10
277,Egyptian_Mau_95.jpg,Egyptian_Mau,4
278,Bengal_13.jpg,Bengal,34
279,Egyptian_Mau_52.jpg,Egyptian_Mau,4
280,saint_bernard_86.jpg,saint_bernard,7
281,leonberger_118.jpg,leonberger,26
282,Maine_Coon_149.jpg,Maine_Coon,35
283,american_bulldog_193.jpg,american_bulldog,6
284,Egyptian_Mau_44.jpg,Egyptian_Mau,4
285,shiba_inu_157.jpg,shiba_inu,29
286,american_bulldog_53.jpg,american_bulldog,6
287,boxer_99.jpg,boxer,32
288,saint_bernard_56.jpg,saint_bernard,7
289,miniature_pinscher_172.jpg,miniature_pinscher,22
290,havanese_180.jpg,havanese,12
291,staffordshire_bull_terrier_50.jpg,staffordshire_bull_terrier,27
292,great_pyrenees_101.jpg,great_pyrenees,28
293,Egyptian_Mau_185.jpg,Egyptian_Mau,4
294,chihuahua_80.jpg,chihuahua,20
295,Maine_Coon_170.jpg,Maine_Coon,35
296,great_pyrenees_113.jpg,great_pyrenees,28
297,keeshond_34.jpg,keeshond,5
298,yorkshire_terrier_198.jpg,yorkshire_terrier,23
299,staffordshire_bull_terrier_79.jpg,staffordshire_bull_terrier,27
300,Russian_Blue_119.jpg,Russian_Blue,25
301,havanese_105.jpg,havanese,12
302,British_Shorthair_165.jpg,British_Shorthair,24
303,boxer_86.jpg,boxer,32
304,boxer_36.jpg,boxer,32
305,yorkshire_terrier_83.jpg,yorkshire_terrier,23
306,Abyssinian_83.jpg,Abyssinian,14
307,shiba_inu_79.jpg,shiba_inu,29
308,samoyed_183.jpg,samoyed,9
309,scottish_terrier_83.jpg,scottish_terrier,33
310,pug_122.jpg,pug,21
311,german_shorthaired_20.jpg,german_shorthaired,8
312,japanese_chin_73.jpg,japanese_chin,2
313,shiba_inu_31.jpg,shiba_inu,29
314,wheaten_terrier_167.jpg,wheaten_terrier,10
315,chihuahua_122.jpg,chihuahua,20
316,miniature_pinscher_32.jpg,miniature_pinscher,22
317,chihuahua_73.jpg,chihuahua,20
318,basset_hound_57.jpg,basset_hound,36
319,samoyed_185.jpg,samoyed,9
320,Maine_Coon_154.jpg,Maine_Coon,35
321,shiba_inu_90.jpg,shiba_inu,29
322,keeshond_108.jpg,keeshond,5
323,Maine_Coon_13.jpg,Maine_Coon,35
324,chihuahua_33.jpg,chihuahua,20
325,english_setter_152.jpg,english_setter,0
326,Bombay_98.jpg,Bombay,16
327,beagle_172.jpg,beagle,15
328,scottish_terrier_125.jpg,scottish_terrier,33
329,pug_125.jpg,pug,21
330,samoyed_134.jpg,samoyed,9
331,Birman_92.jpg,Birman,11
332,Birman_100.jpg,Birman,11
333,english_setter_188.jpg,english_setter,0
334,shiba_inu_179.jpg,shiba_inu,29
335,saint_bernard_182.jpg,saint_bernard,7
336,Persian_44.jpg,Persian,18
337,Abyssinian_76.jpg,Abyssinian,14
338,pomeranian_82.jpg,pomeranian,1
339,Russian_Blue_53.jpg,Russian_Blue,25
340,Egyptian_Mau_164.jpg,Egyptian_Mau,4
341,Abyssinian_104.jpg,Abyssinian,14
342,japanese_chin_107.jpg,japanese_chin,2
343,boxer_54.jpg,boxer,32
344,miniature_pinscher_160.jpg,miniature_pinscher,22
345,Ragdoll_5.jpg,Ragdoll,3
346,english_cocker_spaniel_7.jpg,english_cocker_spaniel,19
347,english_cocker_spaniel_38.jpg,english_cocker_spaniel,19
348,Russian_Blue_164.jpg,Russian_Blue,25
349,Bombay_168.jpg,Bombay,16
350,basset_hound_92.jpg,basset_hound,36
351,english_cocker_spaniel_146.jpg,english_cocker_spaniel,19
352,British_Shorthair_265.jpg,British_Shorthair,24
353,basset_hound_87.jpg,basset_hound,36
354,havanese_172.jpg,havanese,12
355,miniature_pinscher_190.jpg,miniature_pinscher,22
356,pug_151.jpg,pug,21
357,shiba_inu_128.jpg,shiba_inu,29
358,Abyssinian_175.jpg,Abyssinian,14
359,Bombay_140.jpg,Bombay,16
360,beagle_170.jpg,beagle,15
361,chihuahua_26.jpg,chihuahua,20
362,boxer_92.jpg,boxer,32
363,pomeranian_171.jpg,pomeranian,1
364,scottish_terrier_185.jpg,scottish_terrier,33
365,scottish_terrier_7.jpg,scottish_terrier,33
366,staffordshire_bull_terrier_125.jpg,staffordshire_bull_terrier,27
367,staffordshire_bull_terrier_181.jpg,staffordshire_bull_terrier,27
368,american_pit_bull_terrier_171.jpg,american_pit_bull_terrier,30
369,Birman_129.jpg,Birman,11
370,american_bulldog_3.jpg,american_bulldog,6
371,shiba_inu_196.jpg,shiba_inu,29
372,samoyed_131.jpg,samoyed,9
373,boxer_109.jpg,boxer,32
374,staffordshire_bull_terrier_100.jpg,staffordshire_bull_terrier,27
375,great_pyrenees_48.jpg,great_pyrenees,28
376,samoyed_164.jpg,samoyed,9
377,american_bulldog_26.jpg,american_bulldog,6
378,beagle_182.jpg,beagle,15
379,yorkshire_terrier_79.jpg,yorkshire_terrier,23
380,japanese_chin_62.jpg,japanese_chin,2
381,chihuahua_12.jpg,chihuahua,20
382,newfoundland_11.jpg,newfoundland,17
383,shiba_inu_76.jpg,shiba_inu,29
384,keeshond_24.jpg,keeshond,5
385,Sphynx_188.jpg,Sphynx,31
386,great_pyrenees_68.jpg,great_pyrenees,28
387,Egyptian_Mau_86.jpg,Egyptian_Mau,4
388,Siamese_139.jpg,Siamese,13
389,Persian_184.jpg,Persian,18
390,wheaten_terrier_171.jpg,wheaten_terrier,10
391,american_bulldog_76.jpg,american_bulldog,6
392,Bombay_34.jpg,Bombay,16
393,Maine_Coon_272.jpg,Maine_Coon,35
394,wheaten_terrier_67.jpg,wheaten_terrier,10
395,pomeranian_115.jpg,pomeranian,1
396,newfoundland_22.jpg,newfoundland,17
397,yorkshire_terrier_63.jpg,yorkshire_terrier,23
398,Bombay_137.jpg,Bombay,16
399,chihuahua_171.jpg,chihuahua,20
400,american_bulldog_119.jpg,american_bulldog,6
401,British_Shorthair_174.jpg,British_Shorthair,24
402,basset_hound_16.jpg,basset_hound,36
403,shiba_inu_107.jpg,shiba_inu,29
404,havanese_200.jpg,havanese,12
405,British_Shorthair_97.jpg,British_Shorthair,24
406,samoyed_29.jpg,samoyed,9
407,Bengal_112.jpg,Bengal,34
408,Siamese_169.jpg,Siamese,13
409,Russian_Blue_55.jpg,Russian_Blue,25
410,japanese_chin_27.jpg,japanese_chin,2
411,samoyed_186.jpg,samoyed,9
412,pug_119.jpg,pug,21
413,yorkshire_terrier_136.jpg,yorkshire_terrier,23
414,shiba_inu_22.jpg,shiba_inu,29
415,Ragdoll_177.jpg,Ragdoll,3
416,american_pit_bull_terrier_92.jpg,american_pit_bull_terrier,30
417,Siamese_188.jpg,Siamese,13
418,japanese_chin_80.jpg,japanese_chin,2
419,newfoundland_129.jpg,newfoundland,17
420,Ragdoll_199.jpg,Ragdoll,3
421,leonberger_179.jpg,leonberger,26
422,american_pit_bull_terrier_47.jpg,american_pit_bull_terrier,30
423,miniature_pinscher_118.jpg,miniature_pinscher,22
424,beagle_130.jpg,beagle,15
425,Russian_Blue_71.jpg,Russian_Blue,25
426,Ragdoll_174.jpg,Ragdoll,3
427,yorkshire_terrier_126.jpg,yorkshire_terrier,23
428,Maine_Coon_99.jpg,Maine_Coon,35
429,wheaten_terrier_179.jpg,wheaten_terrier,10
430,Russian_Blue_43.jpg,Russian_Blue,25
431,Birman_90.jpg,Birman,11
432,scottish_terrier_157.jpg,scottish_terrier,33
433,scottish_terrier_121.jpg,scottish_terrier,33
434,great_pyrenees_38.jpg,great_pyrenees,28
435,english_setter_5.jpg,english_setter,0
436,english_setter_189.jpg,english_setter,0
437,Abyssinian_148.jpg,Abyssinian,14
438,Abyssinian_223.jpg,Abyssinian,14
439,pug_41.jpg,pug,21
440,Bengal_12.jpg,Bengal,34
441,havanese_16.jpg,havanese,12
442,american_bulldog_200.jpg,american_bulldog,6
443,Abyssinian_206.jpg,Abyssinian,14
444,japanese_chin_41.jpg,japanese_chin,2
445,staffordshire_bull_terrier_47.jpg,staffordshire_bull_terrier,27
446,Maine_Coon_47.jpg,Maine_Coon,35
447,chihuahua_104.jpg,chihuahua,20
448,shiba_inu_65.jpg,shiba_inu,29
449,Maine_Coon_217.jpg,Maine_Coon,35
450,yorkshire_terrier_43.jpg,yorkshire_terrier,23
451,german_shorthaired_146.jpg,german_shorthaired,8
452,Ragdoll_34.jpg,Ragdoll,3
453,Russian_Blue_82.jpg,Russian_Blue,25
454,staffordshire_bull_terrier_69.jpg,staffordshire_bull_terrier,27
455,shiba_inu_200.jpg,shiba_inu,29
456,Ragdoll_64.jpg,Ragdoll,3
457,Persian_258.jpg,Persian,18
458,boxer_126.jpg,boxer,32
459,havanese_179.jpg,havanese,12
460,Ragdoll_30.jpg,Ragdoll,3
461,leonberger_175.jpg,leonberger,26
462,Siamese_73.jpg,Siamese,13
463,scottish_terrier_192.jpg,scottish_terrier,33
464,wheaten_terrier_149.jpg,wheaten_terrier,10
465,pug_12.jpg,pug,21
466,great_pyrenees_53.jpg,great_pyrenees,28
467,wheaten_terrier_198.jpg,wheaten_terrier,10
468,British_Shorthair_114.jpg,British_Shorthair,24
469,great_pyrenees_145.jpg,great_pyrenees,28
470,Abyssinian_167.jpg,Abyssinian,14
471,keeshond_12.jpg,keeshond,5
472,japanese_chin_123.jpg,japanese_chin,2
473,Siamese_71.jpg,Siamese,13
474,great_pyrenees_3.jpg,great_pyrenees,28
475,Abyssinian_2.jpg,Abyssinian,14
476,Birman_82.jpg,Birman,11
477,shiba_inu_131.jpg,shiba_inu,29
478,chihuahua_95.jpg,chihuahua,20
479,great_pyrenees_30.jpg,great_pyrenees,28
480,saint_bernard_154.jpg,saint_bernard,7
481,staffordshire_bull_terrier_120.jpg,staffordshire_bull_terrier,27
482,beagle_88.jpg,beagle,15
483,german_shorthaired_135.jpg,german_shorthaired,8
484,german_shorthaired_26.jpg,german_shorthaired,8
485,Persian_22.jpg,Persian,18
486,saint_bernard_200.jpg,saint_bernard,7
487,Russian_Blue_88.jpg,Russian_Blue,25
488,newfoundland_17.jpg,newfoundland,17
489,Egyptian_Mau_62.jpg,Egyptian_Mau,4
490,Persian_221.jpg,Persian,18
491,american_bulldog_36.jpg,american_bulldog,6
492,english_cocker_spaniel_101.jpg,english_cocker_spaniel,19
493,British_Shorthair_108.jpg,British_Shorthair,24
494,american_pit_bull_terrier_141.jpg,american_pit_bull_terrier,30
495,Siamese_40.jpg,Siamese,13
496,german_shorthaired_175.jpg,german_shorthaired,8
497,Siamese_19.jpg,Siamese,13
498,american_bulldog_120.jpg,american_bulldog,6
499,Abyssinian_131.jpg,Abyssinian,14
500,english_setter_138.jpg,english_setter,0
501,Bombay_46.jpg,Bombay,16
502,keeshond_64.jpg,keeshond,5
503,chihuahua_168.jpg,chihuahua,20
504,saint_bernard_59.jpg,saint_bernard,7
505,Ragdoll_140.jpg,Ragdoll,3
506,american_pit_bull_terrier_181.jpg,american_pit_bull_terrier,30
507,Birman_149.jpg,Birman,11
508,Siamese_165.jpg,Siamese,13
509,Birman_104.jpg,Birman,11
510,Siamese_98.jpg,Siamese,13
511,shiba_inu_166.jpg,shiba_inu,29
512,japanese_chin_71.jpg,japanese_chin,2
513,chihuahua_141.jpg,chihuahua,20
514,Bombay_170.jpg,Bombay,16
515,staffordshire_bull_terrier_129.jpg,staffordshire_bull_terrier,27
516,saint_bernard_22.jpg,saint_bernard,7
517,Maine_Coon_265.jpg,Maine_Coon,35
518,saint_bernard_55.jpg,saint_bernard,7
519,pomeranian_32.jpg,pomeranian,1
520,pomeranian_71.jpg,pomeranian,1
521,shiba_inu_56.jpg,shiba_inu,29
522,american_bulldog_149.jpg,american_bulldog,6
523,saint_bernard_193.jpg,saint_bernard,7
524,english_setter_104.jpg,english_setter,0
525,shiba_inu_173.jpg,shiba_inu,29
526,newfoundland_188.jpg,newfoundland,17
527,Bengal_53.jpg,Bengal,34
528,scottish_terrier_163.jpg,scottish_terrier,33
529,beagle_129.jpg,beagle,15
530,havanese_106.jpg,havanese,12
531,keeshond_173.jpg,keeshond,5
532,Birman_30.jpg,Birman,11
533,Egyptian_Mau_202.jpg,Egyptian_Mau,4
534,beagle_60.jpg,beagle,15
535,Birman_71.jpg,Birman,11
536,basset_hound_191.jpg,basset_hound,36
537,Bengal_87.jpg,Bengal,34
538,keeshond_139.jpg,keeshond,5
539,Russian_Blue_172.jpg,Russian_Blue,25
540,samoyed_138.jpg,samoyed,9
541,basset_hound_78.jpg,basset_hound,36
542,Abyssinian_37.jpg,Abyssinian,14
543,leonberger_197.jpg,leonberger,26
544,newfoundland_194.jpg,newfoundland,17
545,english_setter_41.jpg,english_setter,0
546,Birman_98.jpg,Birman,11
547,german_shorthaired_65.jpg,german_shorthaired,8
548,pug_55.jpg,pug,21
549,Siamese_106.jpg,Siamese,13
550,miniature_pinscher_57.jpg,miniature_pinscher,22
551,staffordshire_bull_terrier_101.jpg,staffordshire_bull_terrier,27
552,staffordshire_bull_terrier_66.jpg,staffordshire_bull_terrier,27
553,miniature_pinscher_126.jpg,miniature_pinscher,22
554,pug_186.jpg,pug,21
555,Birman_2.jpg,Birman,11
556,english_cocker_spaniel_165.jpg,english_cocker_spaniel,19
557,Egyptian_Mau_125.jpg,Egyptian_Mau,4
558,Abyssinian_86.jpg,Abyssinian,14
559,Maine_Coon_7.jpg,Maine_Coon,35
560,scottish_terrier_32.jpg,scottish_terrier,33
561,Siamese_187.jpg,Siamese,13
562,great_pyrenees_61.jpg,great_pyrenees,28
563,Bombay_122.jpg,Bombay,16
564,Siamese_233.jpg,Siamese,13
565,scottish_terrier_13.jpg,scottish_terrier,33
566,scottish_terrier_8.jpg,scottish_terrier,33
567,english_setter_150.jpg,english_setter,0
568,beagle_123.jpg,beagle,15
569,Sphynx_185.jpg,Sphynx,31
570,Ragdoll_58.jpg,Ragdoll,3
571,Siamese_159.jpg,Siamese,13
572,shiba_inu_109.jpg,shiba_inu,29
573,wheaten_terrier_80.jpg,wheaten_terrier,10
574,British_Shorthair_160.jpg,British_Shorthair,24
575,Persian_140.jpg,Persian,18
576,wheaten_terrier_136.jpg,wheaten_terrier,10
577,havanese_177.jpg,havanese,12
578,japanese_chin_59.jpg,japanese_chin,2
579,miniature_pinscher_125.jpg,miniature_pinscher,22
580,german_shorthaired_83.jpg,german_shorthaired,8
581,pug_199.jpg,pug,21
582,yorkshire_terrier_122.jpg,yorkshire_terrier,23
583,miniature_pinscher_42.jpg,miniature_pinscher,22
584,Bengal_111.jpg,Bengal,34
585,Egyptian_Mau_194.jpg,Egyptian_Mau,4
586,samoyed_82.jpg,samoyed,9
587,saint_bernard_51.jpg,saint_bernard,7
588,boxer_185.jpg,boxer,32
